0,10782071,10781978
2,10782346,10781987
4,10782575,10782021
6,10782849,10782107
8,10782980,10782237
10,10782980,10782357
12,10782980,10782460
14,10782980,10782585
16,10782980,10782712
18,10782980,10782815
20,10782980,10782887
22,10782980,10782932
24,10782980,10782962
26,10782980,10782972
28,10782980,10782971
30,10782980,10782970
32,10782980,10782971
34,10782980,10782971
36,10782980,10782971
38,10782980,10782971
40,10782980,10782971
42,10782980,10782971
44,10782980,10782971
46,10782980,10782971
48,10782980,10782971
50,10782980,10782971
52,10782980,10782971
54,10782980,10782971
56,10782980,10782971
58,10782980,10782971
60,10782980,10782971
62,10782980,10782971
64,10782980,10782971
66,10782980,10782971
68,10782980,10782971
70,10782980,10782971
72,10782980,10782971
74,10782980,10782971
76,10782980,10782971
78,10782980,10782971
80,10782980,10782971
82,10782980,10782971
84,10782980,10782971
86,10782980,10782971
88,10782980,10782971
90,10782980,10782971
92,10782980,10782971
94,10782980,10782971
96,10782980,10782971
98,10782980,10782971
100,10782980,10782971
102,10782980,10782971
104,10782980,10782971
106,10782980,10782971
108,10782980,10782971
110,10782980,10782971
112,10782980,10782971
114,10782980,10782971
116,10782980,10782971
118,10782980,10782971
120,10782980,10782971
122,10782980,10782971
124,10782980,10782971
126,10782980,10782971
128,10782980,10782971
130,10782980,10782971
132,10782980,10782971
134,10782980,10782971
136,10782980,10782971
138,10782980,10782971
140,10782980,10782971
142,10782980,10782971
144,10782980,10782971
146,10782980,10782971
148,10782980,10782971
150,10782980,10782971
152,10782980,10782971
154,10782980,10782971
156,10782980,10782971
158,10782980,10782971
160,10782980,10782971
162,10782980,10782971
164,10782980,10782971
166,10782980,10782971
168,10782980,10782971
170,10782980,10782971
172,10782980,10782971
174,10782980,10782971
176,10782980,10782971
178,10782980,10782971
180,10782980,10782971
182,10782980,10782971
184,10782980,10782971
186,10782980,10782971
188,10782980,10782971
190,10782980,10782971
192,10782980,10782971
194,10782980,10782971
196,10782980,10782971
198,10782980,10782971
200,10782980,10782971
202,10782980,10782971
204,10782980,10782971
206,10782980,10782971
208,10782980,10782971
210,10782980,10782971
212,10782980,10782971
214,10782980,10782971
216,10782980,10782971
218,10782980,10782971
220,10782980,10782971
222,10782980,10782971
224,10782980,10782971
226,10782980,10782971
228,10782980,10782971
230,10782980,10782971
232,10782980,10782971
234,10782980,10782971
236,10782980,10782971
238,10782980,10782971
240,10782980,10782971
242,10782980,10782971
244,10782980,10782971
246,10782980,10782971
248,10782980,10782971
250,10782980,10782971
252,10782980,10782971
254,10782980,10782971
256,10782980,10782971
258,10782980,10782971
260,10782980,10782971
262,10782980,10782971
264,10782980,10782971
266,10782980,10782971
268,10782980,10782971
270,10782980,10782971
272,10782980,10782971
274,10782980,10782971
276,10782980,10782971
278,10782980,10782971
280,10782980,10782971
282,10782980,10782971
284,10782980,10782971
286,10782980,10782971
288,10782980,10782971
290,10782980,10782971
292,10782980,10782971
294,10782980,10782971
296,10782980,10782971
298,10782980,10782971
300,10782980,10782971
302,10782980,10782971
304,10782980,10782971
306,10782980,10782971
308,10782980,10782971
310,10782980,10782971
312,10782980,10782971
