0,10782071,10781979
2,10782346,10781989
4,10782575,10782025
6,10782849,10782097
8,10782980,10782178
10,10782980,10782213
12,10782980,10782227
14,10782980,10782252
16,10782980,10782287
18,10782980,10782308
20,10782980,10782350
22,10782980,10782391
24,10782980,10782424
26,10782980,10782468
28,10782980,10782506
30,10782980,10782551
32,10782980,10782589
34,10782980,10782630
36,10782980,10782681
38,10782980,10782719
40,10782980,10782766
42,10782980,10782807
44,10782980,10782853
46,10782980,10782898
48,10782980,10782944
50,10782980,10782974
52,10782980,10782998
54,10782980,10783026
56,10782980,10783056
58,10782980,10783078
60,10782980,10783096
62,10782980,10783118
64,10782980,10783148
66,10782980,10783168
68,10782980,10783176
70,10782980,10783184
72,10782980,10783193
74,10782980,10783200
76,10782980,10783203
78,10782980,10783205
80,10782980,10783206
82,10782980,10783206
84,10782980,10783204
86,10782980,10783200
88,10782980,10783195
90,10782980,10783188
92,10782980,10783181
94,10782980,10783172
96,10782980,10783164
98,10782980,10783156
100,10782980,10783146
102,10782980,10783137
104,10782980,10783127
106,10782980,10783114
108,10782980,10783103
110,10782980,10783090
112,10782980,10783080
114,10782980,10783071
116,10782980,10783061
118,10782980,10783050
120,10782980,10783040
122,10782980,10783033
124,10782980,10783025
126,10782980,10783017
128,10782980,10783010
130,10782980,10783003
132,10782980,10782996
134,10782980,10782990
136,10782980,10782983
138,10782980,10782976
140,10782980,10782971
142,10782980,10782967
144,10782980,10782963
146,10782980,10782958
148,10782980,10782955
150,10782980,10782953
152,10782980,10782951
154,10782980,10782949
156,10782980,10782947
158,10782980,10782947
160,10782980,10782946
162,10782980,10782946
164,10782980,10782946
166,10782980,10782946
168,10782980,10782947
170,10782980,10782947
172,10782980,10782948
174,10782980,10782949
176,10782980,10782950
178,10782980,10782951
180,10782980,10782951
182,10782980,10782952
184,10782980,10782953
186,10782980,10782953
188,10782980,10782954
190,10782980,10782954
192,10782980,10782955
194,10782980,10782955
196,10782980,10782955
198,10782980,10782956
200,10782980,10782956
202,10782980,10782956
204,10782980,10782956
206,10782980,10782956
208,10782980,10782956
210,10782980,10782956
212,10782980,10782956
214,10782980,10782956
216,10782980,10782956
218,10782980,10782956
220,10782980,10782956
222,10782980,10782956
224,10782980,10782956
226,10782980,10782956
228,10782980,10782956
230,10782980,10782956
232,10782980,10782956
234,10782980,10782956
236,10782980,10782956
238,10782980,10782956
240,10782980,10782956
242,10782980,10782956
244,10782980,10782956
246,10782980,10782956
248,10782980,10782956
250,10782980,10782956
252,10782980,10782956
254,10782980,10782956
256,10782980,10782956
258,10782980,10782957
260,10782980,10782957
262,10782980,10782957
264,10782980,10782957
266,10782980,10782957
268,10782980,10782957
270,10782980,10782957
272,10782980,10782957
274,10782980,10782957
276,10782980,10782957
278,10782980,10782957
280,10782980,10782957
282,10782980,10782957
284,10782980,10782957
286,10782980,10782957
288,10782980,10782957
290,10782980,10782957
292,10782980,10782957
294,10782980,10782957
296,10782980,10782957
298,10782980,10782957
300,10782980,10782957
302,10782980,10782957
304,10782980,10782957
306,10782980,10782957
308,10782980,10782957
310,10782980,10782957
312,10782980,10782957
314,10782980,10782957
316,10782980,10782957
318,10782980,10782957
320,10782980,10782957
322,10782980,10782957
324,10782980,10782957
326,10782980,10782957
328,10782980,10782957
330,10782980,10782957
332,10782980,10782957
334,10782980,10782957
336,10782980,10782957
338,10782980,10782957
340,10782980,10782957
342,10782980,10782957
344,10782980,10782957
346,10782980,10782957
348,10782980,10782957
350,10782980,10782957
352,10782980,10782957
354,10782980,10782957
356,10782980,10782957
358,10782980,10782957
360,10782980,10782957
362,10782980,10782957
364,10782980,10782957
366,10782980,10782957
368,10782980,10782957
370,10782980,10782957
